ID,ln(Alanine),Arginine,Asparagine,Aspartic_acid,ln(Glutamic_acid),ln(Glutamine),Glycine,-1/Isoleucine,Leucine,ln(Lysine),Phenylalanine,ln(Serine),Threonine,ln(Tyrosine),Area,Length,Width,Diameter,ln(KHI),Weight,-1/(500-HFN)
87,-0.883617421,0.067836978,1.052314305,1.574940179,-0.257961211,-2.7788096,0.190146505,-10.91710196,0.154178244,-1.550819047,0.139699342,-2.326620267,0.531642782,-1.183717077,20.8,7.1,3.7,3.304126336,4.185117058,35.02454221,-0.007326007
88,-0.800580677,0.065835589,0.798176085,2.299963049,-0.144279248,-2.754048821,0.214213839,-9.818251403,0.159780055,-1.682405786,0.146781518,-2.294636041,0.4234267,-0.967706571,18.33333333,6.766666667,3.5,2.803186073,4.284069463,27.31296754,-0.008733624
89,-0.731513376,0.070072947,1.348959128,1.945175698,-0.198260998,-1.970415994,0.209697037,-7.98459803,0.139440044,-1.693584292,0.126946682,-2.231252454,0.52127002,-1.176009698,20.26666667,7,3.733333333,3.266016608,4.310254231,34.03587869,-0.005076142
90,-0.559252584,0.081581972,2.025683085,0.95654883,-0.183062028,-1.066639191,0.275360833,-8.933213988,0.131334687,-1.446360636,0.122794777,-1.98936132,0.932624914,-1.191960953,24.06666667,7.566666667,4,3.550042528,4.695197979,42.86236123,-0.003016591
91,-0.871079113,0.065734847,1.300864591,2.162706206,-0.229166485,-2.600935874,0.194748058,-9.913544474,0.137807047,-1.642794158,0.134497604,-2.266977428,0.627763303,-1.248230503,21.23333333,7.2,3.733333333,3.396183334,4.166152794,36.01168465,-0.008888889
92,-0.753072413,0.071661285,1.599589235,1.823602851,0.039232148,-2.713102548,0.234358915,-9.274726325,0.154644458,-1.732435009,0.133400022,-2.224915053,0.59394932,-0.953928279,18.16666667,6.6,3.466666667,2.910576491,4.421904554,26.55245722,-0.006644518
93,-0.481555803,0.086618221,1.382545059,1.68724959,-0.053242551,-1.779782903,0.222006274,-7.531440923,0.149355328,-1.65645642,0.125667502,-1.868586537,0.434717611,-0.97695288,19.96666667,6.966666667,3.7,3.146301746,4.394257021,32.21369609,-0.003891051
94,-0.887837708,0.079109646,1.274813375,2.152077481,-0.179169015,-2.089010353,0.185652636,-7.221192849,0.165813915,-1.633144076,0.152765699,-2.014171516,0.499108876,-0.977887728,20.8,6.966666667,3.766666667,3.103436153,4.118621013,32.94378592,-0.007936508
95,-0.829028383,0.068761924,1.433377412,1.828854769,-0.038012781,-2.538527755,0.205096872,-9.712839134,0.147685248,-1.662940746,0.134930917,-2.218800947,0.567572181,-0.892012281,19.1,6.8,3.533333333,3.079517415,4.297482159,30.22420114,-0.007604563
96,-0.717094974,0.071428593,1.34505776,2.575015794,-0.039615449,-2.380788761,0.213242306,-8.972533397,0.162326461,-1.733699166,0.147813445,-2.18122644,0.470448497,-1.036867496,19.36666667,6.933333333,3.533333333,2.925917153,4.323371051,29.29029437,-0.009569378
97,-0.785846065,0.078997649,1.329427976,1.930023687,-0.117480564,-1.867066373,0.200677266,-7.662603022,0.143716674,-1.631829263,0.139887104,-2.064318017,0.67575043,-1.077997165,22.83333333,7.366666667,3.9,3.198496957,4.007349293,36.63073986,-0.007352941
98,-0.785582036,0.072440999,1.399409065,1.743891345,-0.195613036,-2.020364998,0.180157375,-8.521012903,0.166911136,-1.690658185,0.145219043,-2.085336274,0.573897907,-1.052678325,22.5,7.266666667,3.9,3.522646552,4.199395394,40.43329146,-0.007968127
99,-0.715624825,0.07749546,1.238215897,1.705464471,-0.218896395,-2.284377571,0.206168032,-6.879900751,0.190857173,-1.597159452,0.162781408,-1.980371689,0.609619306,-0.941609394,20.23333333,7.066666667,3.633333333,2.992031148,4.214746741,31.70719609,-0.006116208
100,-0.955519577,0.057965741,1.272448364,1.225360419,-0.362989503,-2.245848396,0.179294075,-10.44131906,0.119855541,-1.87638636,0.109803051,-2.400794318,0.605308277,-1.252118293,20.83333333,7,3.766666667,3.093608535,4.185208991,32.80993614,-0.005319149
101,-1.014960108,0.058261688,0.933340393,1.088933773,-0.473175766,-2.81227065,0.165456175,-11.72779933,0.150224187,-1.811448013,0.126704533,-2.47763153,0.443061539,-1.711630429,20.66666667,7.033333333,3.766666667,3.522587781,4.324829651,36.64747119,-0.003773585
102,-0.852142319,0.070923689,1.104974988,1.630244835,-0.316679859,-2.447619871,0.175298511,-10.10330886,0.168979054,-1.582965066,0.145242505,-2.213983118,0.518140787,-1.459990547,21.73333333,7.366666667,3.7,3.334568179,4.17995377,36.38433459,-0.007272727
103,-0.633416809,0.080879334,1.411558243,1.388847534,-0.014931285,-1.971077409,0.228832869,-7.557910201,0.164239115,-1.469273408,0.143907347,-2.038357097,0.733568594,-1.329760614,20.23333333,6.9,3.766666667,3.193377467,4.280291555,32.89815535,-0.003921569
104,-0.589009127,0.088372651,1.18316716,1.049553036,-0.201127291,-1.968100344,0.220221297,-9.261312784,0.191034511,-1.351950571,0.148773541,-1.913429024,0.692581892,-1.106055054,18.96666667,6.7,3.533333333,3.036955769,4.376470416,28.74424794,-0.002989537
105,-0.653717103,0.088732505,1.672829461,2.243082376,0.224624581,-1.478177523,0.233639089,-7.208880447,0.203057161,-1.491793113,0.169794431,-1.89008526,0.585687773,-1.285563265,21.03333333,7.233333333,3.7,2.978925732,4.222121566,32.07072004,-0.009478673
106,-0.623742737,0.089188575,1.600071814,1.73377057,0.002741158,-1.258208138,0.238094175,-6.183885491,0.1613125,-1.63047821,0.133930165,-1.889975997,0.652790014,-0.956108447,18.93333333,6.666666667,3.566666667,3.088846467,4.256517943,30.58164089,-0.007490637
107,-0.981456135,0.061540791,0.956312758,1.363053052,-0.257833981,-2.44580279,0.173153736,-10.30555889,0.148946376,-1.725884379,0.120972707,-2.486558161,0.487012736,-1.574011267,21.73333333,7.433333333,3.7,3.133944436,4.207291919,35.07017274,-0.007462687
108,-0.744028572,0.071758148,1.225270461,2.108486795,-0.067071497,-2.519906203,0.207839035,-9.655471813,0.159125474,-1.586947816,0.152065288,-2.166836506,0.563546182,-1.46036422,20.06666667,7,3.633333333,3.104275805,4.330081767,32.48595874,-0.008658009
110,-0.768546004,0.069147603,1.422298614,1.598045345,-0.079487976,-2.438108216,0.226355785,-7.221713248,0.148574551,-1.706728627,0.125940843,-2.204834892,0.74858529,-0.989948268,19.16666667,6.6,3.633333333,3.198762976,4.307916732,31.10487202,-0.00619195
111,-1.038131546,0.057751363,1.171787794,1.256430408,-0.295437561,-2.308742632,0.166295728,-9.670567571,0.118397796,-1.82273003,0.107570811,-2.368967639,0.559403128,-1.552913062,19.06666667,6.566666667,3.7,3.142340593,4.22898723,31.85017207,-0.005128205
112,-0.946087236,0.058717975,1.248470491,1.594287101,-0.147684819,-2.130366348,0.199973739,-9.709744849,0.120992592,-1.76875166,0.116570379,-2.220930676,0.604142912,-1.338201678,21.36666667,7.633333333,3.533333333,3.096095833,4.308904308,33.99785321,-0.007490637
113,-0.777585465,0.073278028,1.370511287,1.252485006,-0.188938709,-1.875848763,0.203093319,-9.377803377,0.138793793,-1.656200088,0.117986552,-2.070300092,0.637945066,-1.481978427,23.2,7.6,3.9,3.612374525,4.225663737,42.19919636,-0.002928258
115,-0.801071667,0.059007883,1.117940269,1.279391224,-0.267039129,-2.354928149,0.221961629,-10.7305522,0.143172289,-1.773043485,0.128304595,-2.345034171,0.506560389,-1.172919811,19.7,6.833333333,3.666666667,3.196751649,4.314101328,32.88142409,-0.00877193
116,-0.860455623,0.061273112,0.964006813,0.903361207,-0.174815052,-2.549874063,0.197281381,-11.14132564,0.127541791,-1.783048141,0.111708959,-2.086466471,0.5648175,-1.666579692,20.43333333,6.9,3.766666667,3.426643727,4.235045622,35.43217568,-0.006042296
117,-0.841104128,0.066833406,1.446564145,1.443609246,-0.213469527,-2.258385124,0.211156467,-8.692203939,0.131897743,-1.715790164,0.118870807,-1.934367528,0.679547543,-1.506971017,20.66666667,6.766666667,3.866666667,3.299559371,4.342121825,35.39567117,-0.00477327
118,-0.763164332,0.07099494,1.456225048,2.748343607,0.118749441,-2.425151134,0.230776823,-9.166639365,0.128388188,-1.658475227,0.131671509,-2.005833642,0.681309951,-1.30767348,19.5,7.1,3.5,2.99947058,4.226373945,30.14814998,-0.007722008
119,-0.805522972,0.069011818,1.416748274,2.426471789,-0.037262913,-2.562321275,0.227127048,-9.514458442,0.135708383,-1.676994915,0.132030425,-2.012554929,0.862847861,-1.305057268,20.33333333,7.166666667,3.633333333,3.161037463,4.326835034,31.56878318,-0.006644518
120,-0.964777114,0.063539435,1.221625482,1.837753464,-0.186398613,-2.50494242,0.209096328,-9.420373198,0.137808212,-1.647155548,0.127203894,-2.055757055,0.558379582,-1.323767193,19.7,6.8,3.7,3.116041654,4.203712695,32.32929364,-0.00862069
121,-0.848298296,0.066260353,1.275468822,1.846818839,-0.182493458,-2.311529162,0.233890383,-8.435312892,0.156955947,-1.480154175,0.139494063,-1.950224596,0.581849277,-1.327110261,20.36666667,7.133333333,3.666666667,3.14684786,4.258625277,32.68673347,-0.004651163
122,-0.206237087,0.101552942,1.824723259,1.654639895,0.23405526,-0.899203329,0.279105047,-6.018911963,0.205544506,-1.317964256,0.155068173,-1.498725499,0.669049909,-0.576092501,22.23333333,7.533333333,3.7,3.117120701,4.381663357,36.557731,-0.008130081
123,-0.644902356,0.074013965,1.228222888,1.708153094,-0.129862223,-2.252546527,0.241747483,-8.583026226,0.168121641,-1.457441281,0.156392896,-1.893555585,0.59017999,-0.804111582,20.4,6.966666667,3.733333333,3.275371771,4.197167082,34.79790999,-0.006557377
124,-0.671215643,0.081889463,1.267132577,2.21015835,0.107978981,-2.397727503,0.258432241,-6.648186702,0.162853612,-1.521681074,0.153325266,-1.721986853,0.559374108,-0.737795666,18.83333333,6.666666667,3.633333333,2.965337007,4.148189386,29.30550455,-0.006711409
125,-0.770772229,0.069906563,1.232075739,2.003387249,-0.010394587,-2.719081761,0.230658178,-9.337018817,0.160502559,-1.527872073,0.156192518,-1.928882041,0.604580816,-1.281601108,19.36666667,6.966666667,3.533333333,3.091332965,4.284552097,31.18548611,-0.005221932
126,-0.667636415,0.07815402,1.280744047,1.26219611,-0.109018677,-2.164232273,0.254284551,-8.246890254,0.185243155,-1.412764028,0.155350966,-1.830554445,0.694330703,-0.990547157,20.43333333,6.833333333,3.833333333,3.328163292,4.388392575,35.10363526,-0.005221932
127,-0.642633782,0.079436544,1.308907574,1.657202348,0.047608504,-2.427000811,0.257728712,-8.61900776,0.202614812,-1.445623838,0.169390992,-1.843470668,0.631626511,-1.198674117,20.9,7.166666667,3.666666667,3.082117335,4.272752553,31.87298744,-0.006779661
128,-0.413540733,0.097793686,1.255724981,1.092517732,-0.164969402,-1.63681284,0.231063882,-8.544131001,0.182387448,-1.369381623,0.151392035,-1.648118878,0.521572672,-0.986480069,21.56666667,7.233333333,3.833333333,3.534644124,4.40591476,38.96854864,-0.008474576
129,-0.799164438,0.073732249,1.499640117,1.558860119,-0.290894204,-2.15810637,0.241777914,-7.712279173,0.158008681,-1.554656754,0.139258821,-1.837855503,0.717595043,-1.028038726,22.5,7.333333333,3.9,3.319228522,4.165621146,35.9599697,-0.007936508
130,-0.335942417,0.122244215,1.708933671,1.946359293,0.197212393,-1.18123507,0.299604565,-3.472345744,0.215235131,-1.318843974,0.177682502,-1.210901909,0.834702804,-0.768291768,21.16666667,7.266666667,3.7,3.359048305,4.142575047,36.37216641,-0.006535948
131,-0.609168625,0.085584928,1.71520324,1.722314582,0.041229519,-1.250796321,0.272450958,-6.408902571,0.156873732,-1.428273295,0.131450784,-1.608038582,0.793090175,-1.176404759,18.9,6.666666667,3.6,3.07927593,4.268139458,30.89040804,-0.008658009
132,-0.437532101,0.109119287,1.983720843,1.694978998,0.318682042,-1.027797005,0.294252872,-4.541697901,0.175287587,-1.39063864,0.152042938,-1.279226304,0.959059016,-1.120559476,22.1,7.266666667,3.833333333,3.438837492,4.227446054,37.8536404,-0.008849558
133,-0.72356895,0.07268691,1.337787637,3.279203561,-0.003635746,-2.45188123,0.236889763,-7.107292758,0.172015912,-1.570460214,0.162381894,-1.807417505,0.592915507,-1.105514854,20.1,7.1,3.6,3.032006001,4.2877319,30.14510788,-0.005780347
134,-0.817282548,0.072443581,1.15790095,2.135199565,-0.193353284,-2.71075478,0.207779696,-9.762169726,0.130623481,-1.57621105,0.132500722,-1.790748558,0.467425336,-1.185101742,20.13333333,6.933333333,3.633333333,3.079103686,4.193072914,30.96493804,-0.010416667
135,-0.802237646,0.061395906,1.326623944,1.863635462,-0.056668064,-2.168502972,0.19510307,-7.837891953,0.167441799,-1.629236385,0.139330018,-2.035525936,0.624484678,-1.077814307,21.23333333,7.333333333,3.633333333,3.041413035,4.289260786,32.26084762,-0.009009009
136,-0.807298424,0.05421634,1.240948564,1.028488475,-0.212308726,-2.288581335,0.197814052,-9.399461806,0.119408102,-1.647222421,0.110153035,-2.098637727,0.594175802,-1.375772649,20.63333333,7.066666667,3.666666667,3.177433564,4.332210835,33.55371519,-0.007168459
137,-0.969215182,0.047993009,0.983686265,1.376488749,-0.32277567,-2.436233738,0.17056485,-10.35497871,0.134312579,-1.737389842,0.111375132,-2.331957149,0.489856292,-1.415827008,22.36666667,7.533333333,3.8,3.208650269,4.24692245,35.29376289,-0.007936508
138,-0.923551737,0.057114918,1.024699925,1.590385534,-0.214062717,-2.415763567,0.175469732,-10.2103633,0.13347985,-1.630104283,0.132033233,-2.109559447,0.48136436,-1.552875431,22.13333333,7.466666667,3.766666667,3.319511463,4.269338179,37.31215718,-0.004716981
139,-0.799271735,0.052692634,0.920496546,1.431577716,-0.347332458,-2.647142537,0.201162154,-9.487003474,0.139837119,-1.717175056,0.127995254,-2.147274974,0.391717775,-1.267857776,19.33333333,6.866666667,3.633333333,2.93538543,4.360259563,29.74355857,-0.006493506
140,-0.780498349,0.058446896,1.1737576,1.548780301,-0.177714232,-2.48616275,0.221152005,-9.999474328,0.148206466,-1.622450556,0.131012694,-2.031709888,0.628616671,-1.370988957,21.03333333,7,3.866666667,3.290683568,4.29031253,33.28449462,-0.009803922
141,-0.745564898,0.065568448,1.17805258,1.926112971,-0.072472047,-2.318737951,0.206367599,-8.975541237,0.15920975,-1.532736178,0.140832159,-1.999211671,0.569847971,-1.173685109,21.63333333,7.3,3.733333333,3.328739319,4.244330915,35.89912901,-0.007874016
142,-0.936323443,0.050119005,0.92897354,1.076380831,-0.252568857,-2.586624794,0.202230176,-12.62654051,0.154328624,-1.642288487,0.13272056,-2.279800074,0.597075995,-1.361626935,20.8,7.033333333,3.766666667,3.266485592,4.345255769,34.16820752,-0.005970149
143,-0.805559294,0.054381621,1.012057717,1.646828124,-0.178902532,-2.659649927,0.214310248,-11.36704131,0.140939788,-1.756232606,0.133613291,-2.141647238,0.586929291,-1.093917447,20.06666667,6.9,3.733333333,3.124394575,4.301756142,30.6561709,-0.006802721
144,-0.809350451,0.056268768,1.0702245,1.328765765,-0.389836945,-2.365582562,0.34394851,-9.887253962,0.119487575,-1.647583409,0.109572147,-2.00855448,0.469995981,-1.229927095,20.16666667,6.8,3.7,3.046915505,4.195472744,32.04334178,-0.006097561
145,-0.772140374,0.063987605,1.230649162,2.155787764,-0.144843275,-2.091081601,0.214304244,-7.30439696,0.175972576,-1.645974161,0.154273481,-1.924529997,0.548229742,-0.931892253,20.43333333,6.8,3.8,3.129656199,4.210753477,30.96798011,-0.009433962
146,-0.864380839,0.051913851,1.074247413,1.434947191,-0.294084743,-2.476672266,0.228258745,-10.02008486,0.161639902,-1.619634047,0.136310219,-2.139667804,0.484516292,-1.196618831,19.56666667,7.033333333,3.533333333,3.095093949,4.242790327,31.82127267,-0.008298755
147,-0.841302186,0.056953793,1.183585665,1.639636144,-0.340725421,-2.747269496,0.192673871,-10.10026839,0.147351884,-1.648545331,0.13282647,-2.05982876,0.623416231,-1.437789288,20.16666667,6.866666667,3.7,3.224677285,4.137732062,32.40382357,-0.008733624
148,-0.910405245,0.058420236,1.332806882,2.141698929,-0.125716594,-2.151738001,0.192807231,-8.354084531,0.16186436,-1.703783334,0.145490811,-2.097722757,0.476527926,-1.250386721,21.1,6.933333333,3.833333333,3.155074595,4.163629118,32.73388503,-0.008583691
149,-0.904628513,0.054814961,1.362197311,1.519218409,-0.254312556,-1.975160124,0.189088332,-9.560597794,0.116488094,-1.618202025,0.111877518,-2.128546899,0.873007824,-1.610757002,21.76666667,7.133333333,3.833333333,3.334543662,4.262725716,35.44586481,-0.009708738
150,-0.666627754,0.091442201,1.395120356,1.705618413,-0.094685952,-1.511563188,0.247619437,-6.398275721,0.18889572,-1.420259282,0.158426251,-1.61207828,0.586844832,-0.882817514,22.73333333,7.266666667,3.966666667,3.417399156,4.206132699,38.83469884,-0.007692308
151,-0.814612772,0.080415948,1.37889886,1.751153025,-0.066465037,-2.211301491,0.228261371,-8.846792704,0.177839597,-1.442004524,0.157162686,-1.810391242,0.630729284,-1.237976882,21,7,3.8,3.410998166,4.3155099,36.29611538,-0.004192872
152,-0.680580578,0.082627738,1.204708372,1.152461471,-0.082194986,-2.101512368,0.270117239,-7.930569954,0.188009728,-1.383841472,0.152150685,-1.665006707,0.679390504,-0.855971477,19.36666667,6.833333333,3.6,3.141423851,4.32837776,30.98775333,-0.0041841
153,-0.701866857,0.078172805,1.20336699,1.945385035,-0.015342499,-1.982448335,0.258997767,-8.761564202,0.170486586,-1.484128335,0.149968643,-1.780668959,0.490133551,-0.959562926,20.46666667,7.1,3.633333333,3.132732395,4.324395711,31.86538225,-0.007194245
154,-0.810606049,0.078304925,1.156505575,1.310208614,-0.397461344,-2.691728537,0.262196114,-9.289755289,0.144962867,-1.449671773,0.134380051,-1.821687179,0.618253922,-1.002568261,21.2,7.133333333,3.8,3.399973158,4.27624937,35.7500689,-0.008196721
155,-0.738633051,0.085949649,1.052676018,1.197094344,-0.464578339,-1.873806717,0.26586358,-8.461583581,0.244980827,-1.193818867,0.181479009,-1.938361901,0.693278241,-1.007337357,21,7.266666667,3.633333333,3.193711764,4.245704011,33.34685648,-0.006578947
156,-0.140923016,0.089869127,1.186282294,1.468858434,-0.289467321,-1.771459477,0.315062397,-8.242011299,0.172993171,-1.337950319,0.150604423,-1.579317632,0.854042552,-0.689059921,20.53333333,6.966666667,3.8,3.278213056,4.320485118,33.8594404,-0.005970149
157,-0.715397841,0.070673516,1.056868816,1.181117156,-0.289904341,-2.334252587,0.239465759,-9.046225016,0.178422161,-1.453459972,0.14450721,-2.030587303,0.687122723,-0.75491452,21.03333333,6.966666667,3.833333333,3.217442564,4.252629795,32.8738189,-0.004219409
158,-0.64354023,0.084394485,1.43386655,2.150116479,-0.143593149,-1.870905344,0.272376648,-7.093532216,0.206660706,-1.256066285,0.167157511,-1.8706192,0.741990843,-0.788510332,20.16666667,7.1,3.6,2.989541584,4.250317756,31.11095611,-0.008547009
159,-0.603744412,0.08633299,1.614033367,1.552075741,-0.184562843,-2.124907327,0.306507724,-8.877728125,0.16259117,-1.332236723,0.134748668,-1.608415785,0.936365974,-0.777502331,21.1,7.166666667,3.733333333,3.120325823,4.336643024,31.33758811,-0.009049774
160,-0.739220546,0.077628094,1.251139694,1.40826688,-0.415995385,-1.97871051,0.271241826,-7.881106883,0.226323418,-1.29742157,0.168219242,-2.009280412,0.65219361,-0.633508796,18.53333333,6.466666667,3.6,3.148288977,4.227968753,30.1876966,-0.009756098
161,-0.561745897,0.096683896,1.757558329,1.233792579,-0.108694612,-1.187431693,0.302119892,-6.460398044,0.23887523,-1.166160666,0.175110891,-1.670741533,1.265114246,-0.723705477,23.6,7.533333333,4,3.522489293,4.147929559,42.33304627,-0.007326007
162,-0.539082506,0.089253381,1.21338762,2.064631348,-0.296647879,-1.914639275,0.274046618,-7.419204107,0.234743745,-1.247664221,0.189024677,-1.769817338,0.638334118,-0.588471847,20.86666667,7.266666667,3.666666667,3.013696364,4.1175177,32.22282221,-0.006578947
163,-0.600662866,0.080342832,1.089650302,0.916570858,-0.401603366,-2.247428438,0.28669568,-10.41500732,0.193606066,-1.322442688,0.148207593,-1.946422967,0.693858023,-0.783698143,21.2,7.066666667,3.733333333,3.395040464,4.295044364,37.04141554,-0.006557377
164,-0.685809287,0.07089747,1.048865109,1.078424675,-0.446857618,-1.978269153,0.26718886,-9.898620996,0.207546583,-1.243065732,0.14783149,-1.94568977,0.728963348,-0.803940306,20.8,7.066666667,3.7,3.231719954,4.237686848,34.30205743,-0.005747126
165,-0.61888633,0.076870661,1.546300576,1.455534703,-0.247802631,-2.071181994,0.275875787,-8.893020942,0.162477684,-1.398154912,0.128225087,-1.852178895,0.898914064,-0.672235645,21.06666667,7.2,3.7,3.157954239,4.355863275,31.77564204,-0.008130081
166,-0.57230942,0.087170757,1.133545151,1.983357075,-0.303519264,-2.10783095,0.275887076,-6.853108499,0.20841638,-1.318039292,0.167539207,-1.780996079,0.716927166,-0.639060282,19.33333333,6.8,3.633333333,2.978466436,4.212830731,30.96341706,-0.007905138
167,-0.582080094,0.077296894,1.447678871,1.537656591,-0.269931206,-1.961944257,0.282570952,-9.130725779,0.158537663,-1.39666702,0.12503472,-1.848268108,0.949798552,-0.700327393,21.36666667,7.233333333,3.766666667,3.214575741,4.351325389,32.17110744,-0.00877193
168,-0.749804772,0.073363299,0.905313941,0.824201287,-0.604375146,-2.654871879,0.244404532,-11.12307497,0.168484658,-1.455776645,0.124096471,-2.095915463,0.590647362,-0.777670408,19,6.7,3.566666667,3.168269844,4.316971737,30.84781948,-0.005649718
169,-0.564646207,0.080902745,1.012340939,1.630027173,-0.380213566,-2.249961334,0.278290883,-9.115086776,0.201923267,-1.319263996,0.159058765,-1.911995776,0.69050319,-0.700701509,18.96666667,6.766666667,3.566666667,3.022552754,4.364582771,29.89261852,-0.006711409
170,-0.818188952,0.078874673,1.377502719,1.351747591,-0.320256173,-2.061359382,0.265746189,-8.699487665,0.175887256,-1.393656266,0.142235774,-1.948690665,0.801454195,-0.85675348,19.4,6.933333333,3.566666667,2.964279321,4.228962912,29.44848051,-0.008695652
171,-0.586763506,0.088482822,1.274156814,1.088786851,-0.310309107,-1.916600409,0.299250878,-7.443422213,0.245213074,-1.183983008,0.176567578,-1.863286088,0.875698675,-0.818974146,19.7,6.733333333,3.733333333,3.25070188,4.270470822,33.85183527,-0.008438819
172,-0.61311317,0.089561352,1.491404416,1.326176417,-0.090887864,-1.734465423,0.292435998,-7.701618297,0.231660916,-1.131039713,0.181357447,-1.832592264,1.049469739,-0.994186611,21.16666667,7.433333333,3.633333333,3.036877693,4.276119261,32.49508486,-0.008403361
173,-0.792090354,0.072787787,0.983262368,1.528545336,-0.374513755,-2.172758561,0.230661381,-9.606317545,0.181839104,-1.4124916,0.14169269,-1.942014483,0.562148794,-0.984071343,20.3,6.866666667,3.733333333,3.183003072,4.237389742,31.66917061,-0.00921659
